hidden_layer_size,number_of_hidden_layer,activation,solver,learning_rate,batch_size,epoch
140,8,tanh,adam,0.001,8,40
140,8,tanh,adam,0.001,8,60
140,8,tanh,adam,0.001,8,80
140,8,tanh,adam,0.001,16,20
140,8,tanh,adam,0.001,16,40
140,8,tanh,adam,0.001,16,60
140,8,tanh,adam,0.001,16,80
140,8,tanh,adam,0.001,32,20
140,8,tanh,adam,0.001,32,40
140,8,tanh,adam,0.001,32,60
140,8,tanh,adam,0.001,32,80
140,8,tanh,adam,0.001,64,20
140,8,tanh,adam,0.001,64,40
140,8,tanh,adam,0.001,64,60
140,8,tanh,adam,0.001,64,80
140,8,tanh,adam,0.01,8,20
140,8,tanh,adam,0.01,8,40
140,8,tanh,adam,0.01,8,60
140,8,tanh,adam,0.01,8,80
140,8,tanh,adam,0.01,16,20
140,8,tanh,adam,0.01,16,40
140,8,tanh,adam,0.01,16,60
140,8,tanh,adam,0.01,16,80
140,8,tanh,adam,0.01,32,20
140,8,tanh,adam,0.01,32,40
140,8,tanh,adam,0.01,32,60
140,8,tanh,adam,0.01,32,80
140,8,tanh,adam,0.01,64,20
140,8,tanh,adam,0.01,64,40
140,8,tanh,adam,0.01,64,60
140,8,tanh,adam,0.01,64,80
140,8,tanh,adam,0.1,8,20
140,8,tanh,adam,0.1,8,40
140,8,tanh,adam,0.1,8,60
140,8,tanh,adam,0.1,8,80
140,8,tanh,adam,0.1,16,20
140,8,tanh,adam,0.1,16,40
140,8,tanh,adam,0.1,16,60
140,8,tanh,adam,0.1,16,80
140,8,tanh,adam,0.1,32,20
140,8,tanh,adam,0.1,32,40
140,8,tanh,adam,0.1,32,60
140,8,tanh,adam,0.1,32,80
140,8,tanh,adam,0.1,64,20
140,8,tanh,adam,0.1,64,40
140,8,tanh,adam,0.1,64,60
140,8,tanh,adam,0.1,64,80
140,8,relu,sgd,0.001,8,20
140,8,relu,sgd,0.001,8,40
140,8,relu,sgd,0.001,8,60
140,8,relu,sgd,0.001,8,80
140,8,relu,sgd,0.001,16,20
140,8,relu,sgd,0.001,16,40
140,8,relu,sgd,0.001,16,60
140,8,relu,sgd,0.001,16,80
140,8,relu,sgd,0.001,32,20
140,8,relu,sgd,0.001,32,40
140,8,relu,sgd,0.001,32,60
140,8,relu,sgd,0.001,32,80
140,8,relu,sgd,0.001,64,20
140,8,relu,sgd,0.001,64,40
140,8,relu,sgd,0.001,64,60
140,8,relu,sgd,0.001,64,80
140,8,relu,sgd,0.01,8,20
140,8,relu,sgd,0.01,8,40
140,8,relu,sgd,0.01,8,60
140,8,relu,sgd,0.01,8,80
140,8,relu,sgd,0.01,16,20
140,8,relu,sgd,0.01,16,40
140,8,relu,sgd,0.01,16,60
140,8,relu,sgd,0.01,16,80
140,8,relu,sgd,0.01,32,20
140,8,relu,sgd,0.01,32,40
140,8,relu,sgd,0.01,32,60
140,8,relu,sgd,0.01,32,80
140,8,relu,sgd,0.01,64,20
140,8,relu,sgd,0.01,64,40
140,8,relu,sgd,0.01,64,60
140,8,relu,sgd,0.01,64,80
140,8,relu,sgd,0.1,8,20
140,8,relu,sgd,0.1,8,40
140,8,relu,sgd,0.1,8,60
140,8,relu,sgd,0.1,8,80
140,8,relu,sgd,0.1,16,20
140,8,relu,sgd,0.1,16,40
140,8,relu,sgd,0.1,16,60
140,8,relu,sgd,0.1,16,80
140,8,relu,sgd,0.1,32,20
140,8,relu,sgd,0.1,32,40
140,8,relu,sgd,0.1,32,60
140,8,relu,sgd,0.1,32,80
140,8,relu,sgd,0.1,64,20
140,8,relu,sgd,0.1,64,40
140,8,relu,sgd,0.1,64,60
140,8,relu,sgd,0.1,64,80
140,8,relu,adam,0.001,8,20
140,8,relu,adam,0.001,8,40
140,8,relu,adam,0.001,8,60
140,8,relu,adam,0.001,8,80
140,8,relu,adam,0.001,16,20
140,8,relu,adam,0.001,16,40
140,8,relu,adam,0.001,16,60
140,8,relu,adam,0.001,16,80
140,8,relu,adam,0.001,32,20
140,8,relu,adam,0.001,32,40
140,8,relu,adam,0.001,32,60
140,8,relu,adam,0.001,32,80
140,8,relu,adam,0.001,64,20
140,8,relu,adam,0.001,64,40
140,8,relu,adam,0.001,64,60
140,8,relu,adam,0.001,64,80
140,8,relu,adam,0.01,8,20
140,8,relu,adam,0.01,8,40
140,8,relu,adam,0.01,8,60
140,8,relu,adam,0.01,8,80
140,8,relu,adam,0.01,16,20
140,8,relu,adam,0.01,16,40
140,8,relu,adam,0.01,16,60
140,8,relu,adam,0.01,16,80
140,8,relu,adam,0.01,32,20
140,8,relu,adam,0.01,32,40
140,8,relu,adam,0.01,32,60
140,8,relu,adam,0.01,32,80
140,8,relu,adam,0.01,64,20
140,8,relu,adam,0.01,64,40
140,8,relu,adam,0.01,64,60
140,8,relu,adam,0.01,64,80
140,8,relu,adam,0.1,8,20
140,8,relu,adam,0.1,8,40
140,8,relu,adam,0.1,8,60
140,8,relu,adam,0.1,8,80
140,8,relu,adam,0.1,16,20
140,8,relu,adam,0.1,16,40
140,8,relu,adam,0.1,16,60
140,8,relu,adam,0.1,16,80
140,8,relu,adam,0.1,32,20
140,8,relu,adam,0.1,32,40
140,8,relu,adam,0.1,32,60
140,8,relu,adam,0.1,32,80
140,8,relu,adam,0.1,64,20
140,8,relu,adam,0.1,64,40
140,8,relu,adam,0.1,64,60
140,8,relu,adam,0.1,64,80
160,2,identity,sgd,0.001,8,20
160,2,identity,sgd,0.001,8,40
160,2,identity,sgd,0.001,8,60
160,2,identity,sgd,0.001,8,80
160,2,identity,sgd,0.001,16,20
160,2,identity,sgd,0.001,16,40
160,2,identity,sgd,0.001,16,60
160,2,identity,sgd,0.001,16,80
160,2,identity,sgd,0.001,32,20
160,2,identity,sgd,0.001,32,40
160,2,identity,sgd,0.001,32,60
160,2,identity,sgd,0.001,32,80
160,2,identity,sgd,0.001,64,20
160,2,identity,sgd,0.001,64,40
160,2,identity,sgd,0.001,64,60
160,2,identity,sgd,0.001,64,80
160,2,identity,sgd,0.01,8,20
160,2,identity,sgd,0.01,8,40
160,2,identity,sgd,0.01,8,60
160,2,identity,sgd,0.01,8,80
160,2,identity,sgd,0.01,16,20
160,2,identity,sgd,0.01,16,40
160,2,identity,sgd,0.01,16,60
160,2,identity,sgd,0.01,16,80
160,2,identity,sgd,0.01,32,20
160,2,identity,sgd,0.01,32,40
160,2,identity,sgd,0.01,32,60
160,2,identity,sgd,0.01,32,80
160,2,identity,sgd,0.01,64,20
160,2,identity,sgd,0.01,64,40
160,2,identity,sgd,0.01,64,60
160,2,identity,sgd,0.01,64,80
160,2,identity,sgd,0.1,8,20
160,2,identity,sgd,0.1,8,40
160,2,identity,sgd,0.1,8,60
160,2,identity,sgd,0.1,8,80
160,2,identity,sgd,0.1,16,20
160,2,identity,sgd,0.1,16,40
160,2,identity,sgd,0.1,16,60
160,2,identity,sgd,0.1,16,80
160,2,identity,sgd,0.1,32,20
160,2,identity,sgd,0.1,32,40
160,2,identity,sgd,0.1,32,60
160,2,identity,sgd,0.1,32,80
160,2,identity,sgd,0.1,64,20
160,2,identity,sgd,0.1,64,40
160,2,identity,sgd,0.1,64,60
160,2,identity,sgd,0.1,64,80
160,2,identity,adam,0.001,8,20
160,2,identity,adam,0.001,8,40
160,2,identity,adam,0.001,8,60
160,2,identity,adam,0.001,8,80
160,2,identity,adam,0.001,16,20
160,2,identity,adam,0.001,16,40
160,2,identity,adam,0.001,16,60
160,2,identity,adam,0.001,16,80
160,2,identity,adam,0.001,32,20
160,2,identity,adam,0.001,32,40
160,2,identity,adam,0.001,32,60
160,2,identity,adam,0.001,32,80
160,2,identity,adam,0.001,64,20
160,2,identity,adam,0.001,64,40
160,2,identity,adam,0.001,64,60
160,2,identity,adam,0.001,64,80
160,2,identity,adam,0.01,8,20
160,2,identity,adam,0.01,8,40
160,2,identity,adam,0.01,8,60
160,2,identity,adam,0.01,8,80
160,2,identity,adam,0.01,16,20
160,2,identity,adam,0.01,16,40
160,2,identity,adam,0.01,16,60
160,2,identity,adam,0.01,16,80
160,2,identity,adam,0.01,32,20
160,2,identity,adam,0.01,32,40
160,2,identity,adam,0.01,32,60
160,2,identity,adam,0.01,32,80
160,2,identity,adam,0.01,64,20
160,2,identity,adam,0.01,64,40
160,2,identity,adam,0.01,64,60
160,2,identity,adam,0.01,64,80
160,2,identity,adam,0.1,8,20
160,2,identity,adam,0.1,8,40
160,2,identity,adam,0.1,8,60
160,2,identity,adam,0.1,8,80
160,2,identity,adam,0.1,16,20
160,2,identity,adam,0.1,16,40
160,2,identity,adam,0.1,16,60
160,2,identity,adam,0.1,16,80
160,2,identity,adam,0.1,32,20
160,2,identity,adam,0.1,32,40
160,2,identity,adam,0.1,32,60
160,2,identity,adam,0.1,32,80
160,2,identity,adam,0.1,64,20
160,2,identity,adam,0.1,64,40
160,2,identity,adam,0.1,64,60
160,2,identity,adam,0.1,64,80
160,2,sigmoid,sgd,0.001,8,20
160,2,sigmoid,sgd,0.001,8,40
160,2,sigmoid,sgd,0.001,8,60
160,2,sigmoid,sgd,0.001,8,80
160,2,sigmoid,sgd,0.001,16,20
160,2,sigmoid,sgd,0.001,16,40
160,2,sigmoid,sgd,0.001,16,60
160,2,sigmoid,sgd,0.001,16,80
160,2,sigmoid,sgd,0.001,32,20
160,2,sigmoid,sgd,0.001,32,40
160,2,sigmoid,sgd,0.001,32,60
160,2,sigmoid,sgd,0.001,32,80
160,2,sigmoid,sgd,0.001,64,20
160,2,sigmoid,sgd,0.001,64,40
160,2,sigmoid,sgd,0.001,64,60
160,2,sigmoid,sgd,0.001,64,80
160,2,sigmoid,sgd,0.01,8,20
160,2,sigmoid,sgd,0.01,8,40
160,2,sigmoid,sgd,0.01,8,60
160,2,sigmoid,sgd,0.01,8,80
160,2,sigmoid,sgd,0.01,16,20
160,2,sigmoid,sgd,0.01,16,40
160,2,sigmoid,sgd,0.01,16,60
160,2,sigmoid,sgd,0.01,16,80
160,2,sigmoid,sgd,0.01,32,20
160,2,sigmoid,sgd,0.01,32,40
160,2,sigmoid,sgd,0.01,32,60
160,2,sigmoid,sgd,0.01,32,80
160,2,sigmoid,sgd,0.01,64,20
160,2,sigmoid,sgd,0.01,64,40
160,2,sigmoid,sgd,0.01,64,60
160,2,sigmoid,sgd,0.01,64,80
160,2,sigmoid,sgd,0.1,8,20
160,2,sigmoid,sgd,0.1,8,40
160,2,sigmoid,sgd,0.1,8,60
160,2,sigmoid,sgd,0.1,8,80
160,2,sigmoid,sgd,0.1,16,20
160,2,sigmoid,sgd,0.1,16,40
160,2,sigmoid,sgd,0.1,16,60
160,2,sigmoid,sgd,0.1,16,80
160,2,sigmoid,sgd,0.1,32,20
160,2,sigmoid,sgd,0.1,32,40
160,2,sigmoid,sgd,0.1,32,60
160,2,sigmoid,sgd,0.1,32,80
160,2,sigmoid,sgd,0.1,64,20
160,2,sigmoid,sgd,0.1,64,40
160,2,sigmoid,sgd,0.1,64,60
160,2,sigmoid,sgd,0.1,64,80
160,2,sigmoid,adam,0.001,8,20
160,2,sigmoid,adam,0.001,8,40
160,2,sigmoid,adam,0.001,8,60
160,2,sigmoid,adam,0.001,8,80
160,2,sigmoid,adam,0.001,16,20
160,2,sigmoid,adam,0.001,16,40
160,2,sigmoid,adam,0.001,16,60
160,2,sigmoid,adam,0.001,16,80
160,2,sigmoid,adam,0.001,32,20
160,2,sigmoid,adam,0.001,32,40
160,2,sigmoid,adam,0.001,32,60
160,2,sigmoid,adam,0.001,32,80
160,2,sigmoid,adam,0.001,64,20
160,2,sigmoid,adam,0.001,64,40
160,2,sigmoid,adam,0.001,64,60
160,2,sigmoid,adam,0.001,64,80
160,2,sigmoid,adam,0.01,8,20
160,2,sigmoid,adam,0.01,8,40
160,2,sigmoid,adam,0.01,8,60
160,2,sigmoid,adam,0.01,8,80
160,2,sigmoid,adam,0.01,16,20
160,2,sigmoid,adam,0.01,16,40
160,2,sigmoid,adam,0.01,16,60
160,2,sigmoid,adam,0.01,16,80
160,2,sigmoid,adam,0.01,32,20
160,2,sigmoid,adam,0.01,32,40
160,2,sigmoid,adam,0.01,32,60
160,2,sigmoid,adam,0.01,32,80
160,2,sigmoid,adam,0.01,64,20
160,2,sigmoid,adam,0.01,64,40
160,2,sigmoid,adam,0.01,64,60
160,2,sigmoid,adam,0.01,64,80
160,2,sigmoid,adam,0.1,8,20
160,2,sigmoid,adam,0.1,8,40
160,2,sigmoid,adam,0.1,8,60
160,2,sigmoid,adam,0.1,8,80
160,2,sigmoid,adam,0.1,16,20
160,2,sigmoid,adam,0.1,16,40
160,2,sigmoid,adam,0.1,16,60
160,2,sigmoid,adam,0.1,16,80
160,2,sigmoid,adam,0.1,32,20
160,2,sigmoid,adam,0.1,32,40
160,2,sigmoid,adam,0.1,32,60
160,2,sigmoid,adam,0.1,32,80
160,2,sigmoid,adam,0.1,64,20
160,2,sigmoid,adam,0.1,64,40
160,2,sigmoid,adam,0.1,64,60
160,2,sigmoid,adam,0.1,64,80
160,2,tanh,sgd,0.001,8,20
160,2,tanh,sgd,0.001,8,40
160,2,tanh,sgd,0.001,8,60
160,2,tanh,sgd,0.001,8,80
160,2,tanh,sgd,0.001,16,20
160,2,tanh,sgd,0.001,16,40
160,2,tanh,sgd,0.001,16,60
160,2,tanh,sgd,0.001,16,80
160,2,tanh,sgd,0.001,32,20
160,2,tanh,sgd,0.001,32,40
160,2,tanh,sgd,0.001,32,60
160,2,tanh,sgd,0.001,32,80
160,2,tanh,sgd,0.001,64,20
160,2,tanh,sgd,0.001,64,40
160,2,tanh,sgd,0.001,64,60
160,2,tanh,sgd,0.001,64,80
160,2,tanh,sgd,0.01,8,20
160,2,tanh,sgd,0.01,8,40
160,2,tanh,sgd,0.01,8,60
160,2,tanh,sgd,0.01,8,80
160,2,tanh,sgd,0.01,16,20
160,2,tanh,sgd,0.01,16,40
160,2,tanh,sgd,0.01,16,60
160,2,tanh,sgd,0.01,16,80
160,2,tanh,sgd,0.01,32,20
160,2,tanh,sgd,0.01,32,40
160,2,tanh,sgd,0.01,32,60
160,2,tanh,sgd,0.01,32,80
160,2,tanh,sgd,0.01,64,20
160,2,tanh,sgd,0.01,64,40
160,2,tanh,sgd,0.01,64,60
160,2,tanh,sgd,0.01,64,80
160,2,tanh,sgd,0.1,8,20
160,2,tanh,sgd,0.1,8,40
160,2,tanh,sgd,0.1,8,60
160,2,tanh,sgd,0.1,8,80
160,2,tanh,sgd,0.1,16,20
160,2,tanh,sgd,0.1,16,40
160,2,tanh,sgd,0.1,16,60
160,2,tanh,sgd,0.1,16,80
160,2,tanh,sgd,0.1,32,20
160,2,tanh,sgd,0.1,32,40
160,2,tanh,sgd,0.1,32,60
160,2,tanh,sgd,0.1,32,80
160,2,tanh,sgd,0.1,64,20
160,2,tanh,sgd,0.1,64,40
160,2,tanh,sgd,0.1,64,60
160,2,tanh,sgd,0.1,64,80
160,2,tanh,adam,0.001,8,20
160,2,tanh,adam,0.001,8,40
160,2,tanh,adam,0.001,8,60
160,2,tanh,adam,0.001,8,80
160,2,tanh,adam,0.001,16,20
160,2,tanh,adam,0.001,16,40
160,2,tanh,adam,0.001,16,60
160,2,tanh,adam,0.001,16,80
160,2,tanh,adam,0.001,32,20
160,2,tanh,adam,0.001,32,40
160,2,tanh,adam,0.001,32,60
160,2,tanh,adam,0.001,32,80
160,2,tanh,adam,0.001,64,20
160,2,tanh,adam,0.001,64,40
160,2,tanh,adam,0.001,64,60
160,2,tanh,adam,0.001,64,80
160,2,tanh,adam,0.01,8,20
160,2,tanh,adam,0.01,8,40
160,2,tanh,adam,0.01,8,60
160,2,tanh,adam,0.01,8,80
160,2,tanh,adam,0.01,16,20
160,2,tanh,adam,0.01,16,40
160,2,tanh,adam,0.01,16,60
160,2,tanh,adam,0.01,16,80
160,2,tanh,adam,0.01,32,20
160,2,tanh,adam,0.01,32,40
160,2,tanh,adam,0.01,32,60
160,2,tanh,adam,0.01,32,80
160,2,tanh,adam,0.01,64,20
160,2,tanh,adam,0.01,64,40
160,2,tanh,adam,0.01,64,60
160,2,tanh,adam,0.01,64,80
160,2,tanh,adam,0.1,8,20
160,2,tanh,adam,0.1,8,40
160,2,tanh,adam,0.1,8,60
160,2,tanh,adam,0.1,8,80
160,2,tanh,adam,0.1,16,20
160,2,tanh,adam,0.1,16,40
160,2,tanh,adam,0.1,16,60
160,2,tanh,adam,0.1,16,80
160,2,tanh,adam,0.1,32,20
160,2,tanh,adam,0.1,32,40
160,2,tanh,adam,0.1,32,60
160,2,tanh,adam,0.1,32,80
160,2,tanh,adam,0.1,64,20
160,2,tanh,adam,0.1,64,40
160,2,tanh,adam,0.1,64,60
160,2,tanh,adam,0.1,64,80
160,2,relu,sgd,0.001,8,20
160,2,relu,sgd,0.001,8,40
160,2,relu,sgd,0.001,8,60
160,2,relu,sgd,0.001,8,80
160,2,relu,sgd,0.001,16,20
160,2,relu,sgd,0.001,16,40
160,2,relu,sgd,0.001,16,60
160,2,relu,sgd,0.001,16,80
160,2,relu,sgd,0.001,32,20
160,2,relu,sgd,0.001,32,40
160,2,relu,sgd,0.001,32,60
160,2,relu,sgd,0.001,32,80
160,2,relu,sgd,0.001,64,20
160,2,relu,sgd,0.001,64,40
160,2,relu,sgd,0.001,64,60
160,2,relu,sgd,0.001,64,80
160,2,relu,sgd,0.01,8,20
160,2,relu,sgd,0.01,8,40
160,2,relu,sgd,0.01,8,60
160,2,relu,sgd,0.01,8,80
160,2,relu,sgd,0.01,16,20
160,2,relu,sgd,0.01,16,40
160,2,relu,sgd,0.01,16,60
160,2,relu,sgd,0.01,16,80
160,2,relu,sgd,0.01,32,20
160,2,relu,sgd,0.01,32,40
160,2,relu,sgd,0.01,32,60
160,2,relu,sgd,0.01,32,80
160,2,relu,sgd,0.01,64,20
160,2,relu,sgd,0.01,64,40
160,2,relu,sgd,0.01,64,60
160,2,relu,sgd,0.01,64,80
160,2,relu,sgd,0.1,8,20
160,2,relu,sgd,0.1,8,40
160,2,relu,sgd,0.1,8,60
160,2,relu,sgd,0.1,8,80
160,2,relu,sgd,0.1,16,20
160,2,relu,sgd,0.1,16,40
160,2,relu,sgd,0.1,16,60
160,2,relu,sgd,0.1,16,80
160,2,relu,sgd,0.1,32,20
160,2,relu,sgd,0.1,32,40
160,2,relu,sgd,0.1,32,60
160,2,relu,sgd,0.1,32,80
160,2,relu,sgd,0.1,64,20
160,2,relu,sgd,0.1,64,40
160,2,relu,sgd,0.1,64,60
160,2,relu,sgd,0.1,64,80
160,2,relu,adam,0.001,8,20
160,2,relu,adam,0.001,8,40
160,2,relu,adam,0.001,8,60
160,2,relu,adam,0.001,8,80
160,2,relu,adam,0.001,16,20
160,2,relu,adam,0.001,16,40
160,2,relu,adam,0.001,16,60
160,2,relu,adam,0.001,16,80
160,2,relu,adam,0.001,32,20
160,2,relu,adam,0.001,32,40
160,2,relu,adam,0.001,32,60
160,2,relu,adam,0.001,32,80
160,2,relu,adam,0.001,64,20
160,2,relu,adam,0.001,64,40
160,2,relu,adam,0.001,64,60
160,2,relu,adam,0.001,64,80
160,2,relu,adam,0.01,8,20
160,2,relu,adam,0.01,8,40
160,2,relu,adam,0.01,8,60
160,2,relu,adam,0.01,8,80
160,2,relu,adam,0.01,16,20
160,2,relu,adam,0.01,16,40
160,2,relu,adam,0.01,16,60
160,2,relu,adam,0.01,16,80
160,2,relu,adam,0.01,32,20
160,2,relu,adam,0.01,32,40
160,2,relu,adam,0.01,32,60
160,2,relu,adam,0.01,32,80
160,2,relu,adam,0.01,64,20
160,2,relu,adam,0.01,64,40
160,2,relu,adam,0.01,64,60
160,2,relu,adam,0.01,64,80
160,2,relu,adam,0.1,8,20
160,2,relu,adam,0.1,8,40
160,2,relu,adam,0.1,8,60
160,2,relu,adam,0.1,8,80
160,2,relu,adam,0.1,16,20
160,2,relu,adam,0.1,16,40
160,2,relu,adam,0.1,16,60
160,2,relu,adam,0.1,16,80
160,2,relu,adam,0.1,32,20
160,2,relu,adam,0.1,32,40
160,2,relu,adam,0.1,32,60
160,2,relu,adam,0.1,32,80
160,2,relu,adam,0.1,64,20
160,2,relu,adam,0.1,64,40
160,2,relu,adam,0.1,64,60
160,2,relu,adam,0.1,64,80
160,4,identity,sgd,0.001,8,20
160,4,identity,sgd,0.001,8,40
160,4,identity,sgd,0.001,8,60
160,4,identity,sgd,0.001,8,80
160,4,identity,sgd,0.001,16,20
160,4,identity,sgd,0.001,16,40
160,4,identity,sgd,0.001,16,60
160,4,identity,sgd,0.001,16,80
160,4,identity,sgd,0.001,32,20
160,4,identity,sgd,0.001,32,40
160,4,identity,sgd,0.001,32,60
160,4,identity,sgd,0.001,32,80
160,4,identity,sgd,0.001,64,20
160,4,identity,sgd,0.001,64,40
160,4,identity,sgd,0.001,64,60
160,4,identity,sgd,0.001,64,80
160,4,identity,sgd,0.01,8,20
160,4,identity,sgd,0.01,8,40
160,4,identity,sgd,0.01,8,60
160,4,identity,sgd,0.01,8,80
160,4,identity,sgd,0.01,16,20
160,4,identity,sgd,0.01,16,40
160,4,identity,sgd,0.01,16,60
160,4,identity,sgd,0.01,16,80
160,4,identity,sgd,0.01,32,20
160,4,identity,sgd,0.01,32,40
160,4,identity,sgd,0.01,32,60
160,4,identity,sgd,0.01,32,80
160,4,identity,sgd,0.01,64,20
160,4,identity,sgd,0.01,64,40
160,4,identity,sgd,0.01,64,60
160,4,identity,sgd,0.01,64,80
160,4,identity,sgd,0.1,8,20
160,4,identity,sgd,0.1,8,40
160,4,identity,sgd,0.1,8,60
160,4,identity,sgd,0.1,8,80
160,4,identity,sgd,0.1,16,20
160,4,identity,sgd,0.1,16,40
160,4,identity,sgd,0.1,16,60
160,4,identity,sgd,0.1,16,80
160,4,identity,sgd,0.1,32,20
160,4,identity,sgd,0.1,32,40
160,4,identity,sgd,0.1,32,60
160,4,identity,sgd,0.1,32,80
160,4,identity,sgd,0.1,64,20
160,4,identity,sgd,0.1,64,40
160,4,identity,sgd,0.1,64,60
160,4,identity,sgd,0.1,64,80
160,4,identity,adam,0.001,8,20
160,4,identity,adam,0.001,8,40
160,4,identity,adam,0.001,8,60
160,4,identity,adam,0.001,8,80
160,4,identity,adam,0.001,16,20
160,4,identity,adam,0.001,16,40
160,4,identity,adam,0.001,16,60
160,4,identity,adam,0.001,16,80
160,4,identity,adam,0.001,32,20
160,4,identity,adam,0.001,32,40
160,4,identity,adam,0.001,32,60
160,4,identity,adam,0.001,32,80
160,4,identity,adam,0.001,64,20
160,4,identity,adam,0.001,64,40
160,4,identity,adam,0.001,64,60
160,4,identity,adam,0.001,64,80
160,4,identity,adam,0.01,8,20
160,4,identity,adam,0.01,8,40
160,4,identity,adam,0.01,8,60
160,4,identity,adam,0.01,8,80
160,4,identity,adam,0.01,16,20
160,4,identity,adam,0.01,16,40
160,4,identity,adam,0.01,16,60
160,4,identity,adam,0.01,16,80
160,4,identity,adam,0.01,32,20
160,4,identity,adam,0.01,32,40
160,4,identity,adam,0.01,32,60
160,4,identity,adam,0.01,32,80
160,4,identity,adam,0.01,64,20
160,4,identity,adam,0.01,64,40
160,4,identity,adam,0.01,64,60
160,4,identity,adam,0.01,64,80
160,4,identity,adam,0.1,8,20
160,4,identity,adam,0.1,8,40
160,4,identity,adam,0.1,8,60
160,4,identity,adam,0.1,8,80
160,4,identity,adam,0.1,16,20
160,4,identity,adam,0.1,16,40
160,4,identity,adam,0.1,16,60
160,4,identity,adam,0.1,16,80
160,4,identity,adam,0.1,32,20
160,4,identity,adam,0.1,32,40
160,4,identity,adam,0.1,32,60
160,4,identity,adam,0.1,32,80
160,4,identity,adam,0.1,64,20
160,4,identity,adam,0.1,64,40
160,4,identity,adam,0.1,64,60
160,4,identity,adam,0.1,64,80
160,4,sigmoid,sgd,0.001,8,20
160,4,sigmoid,sgd,0.001,8,40
160,4,sigmoid,sgd,0.001,8,60
160,4,sigmoid,sgd,0.001,8,80
160,4,sigmoid,sgd,0.001,16,20
160,4,sigmoid,sgd,0.001,16,40
160,4,sigmoid,sgd,0.001,16,60
160,4,sigmoid,sgd,0.001,16,80
160,4,sigmoid,sgd,0.001,32,20
160,4,sigmoid,sgd,0.001,32,40
160,4,sigmoid,sgd,0.001,32,60
160,4,sigmoid,sgd,0.001,32,80
160,4,sigmoid,sgd,0.001,64,20
160,4,sigmoid,sgd,0.001,64,40
160,4,sigmoid,sgd,0.001,64,60
160,4,sigmoid,sgd,0.001,64,80
160,4,sigmoid,sgd,0.01,8,20
160,4,sigmoid,sgd,0.01,8,40
160,4,sigmoid,sgd,0.01,8,60
160,4,sigmoid,sgd,0.01,8,80
160,4,sigmoid,sgd,0.01,16,20
160,4,sigmoid,sgd,0.01,16,40
160,4,sigmoid,sgd,0.01,16,60
160,4,sigmoid,sgd,0.01,16,80
160,4,sigmoid,sgd,0.01,32,20
160,4,sigmoid,sgd,0.01,32,40
160,4,sigmoid,sgd,0.01,32,60
160,4,sigmoid,sgd,0.01,32,80
160,4,sigmoid,sgd,0.01,64,20
160,4,sigmoid,sgd,0.01,64,40
160,4,sigmoid,sgd,0.01,64,60
160,4,sigmoid,sgd,0.01,64,80
160,4,sigmoid,sgd,0.1,8,20
160,4,sigmoid,sgd,0.1,8,40
160,4,sigmoid,sgd,0.1,8,60
160,4,sigmoid,sgd,0.1,8,80
160,4,sigmoid,sgd,0.1,16,20
160,4,sigmoid,sgd,0.1,16,40
160,4,sigmoid,sgd,0.1,16,60
160,4,sigmoid,sgd,0.1,16,80
160,4,sigmoid,sgd,0.1,32,20
160,4,sigmoid,sgd,0.1,32,40
160,4,sigmoid,sgd,0.1,32,60
160,4,sigmoid,sgd,0.1,32,80
160,4,sigmoid,sgd,0.1,64,20
160,4,sigmoid,sgd,0.1,64,40
160,4,sigmoid,sgd,0.1,64,60
160,4,sigmoid,sgd,0.1,64,80
160,4,sigmoid,adam,0.001,8,20
160,4,sigmoid,adam,0.001,8,40
160,4,sigmoid,adam,0.001,8,60
160,4,sigmoid,adam,0.001,8,80
160,4,sigmoid,adam,0.001,16,20
160,4,sigmoid,adam,0.001,16,40
160,4,sigmoid,adam,0.001,16,60
160,4,sigmoid,adam,0.001,16,80
160,4,sigmoid,adam,0.001,32,20
160,4,sigmoid,adam,0.001,32,40
160,4,sigmoid,adam,0.001,32,60
160,4,sigmoid,adam,0.001,32,80
160,4,sigmoid,adam,0.001,64,20
160,4,sigmoid,adam,0.001,64,40
160,4,sigmoid,adam,0.001,64,60
160,4,sigmoid,adam,0.001,64,80
160,4,sigmoid,adam,0.01,8,20
160,4,sigmoid,adam,0.01,8,40
160,4,sigmoid,adam,0.01,8,60
160,4,sigmoid,adam,0.01,8,80
160,4,sigmoid,adam,0.01,16,20
160,4,sigmoid,adam,0.01,16,40
160,4,sigmoid,adam,0.01,16,60
160,4,sigmoid,adam,0.01,16,80
160,4,sigmoid,adam,0.01,32,20
160,4,sigmoid,adam,0.01,32,40
160,4,sigmoid,adam,0.01,32,60
160,4,sigmoid,adam,0.01,32,80
160,4,sigmoid,adam,0.01,64,20
160,4,sigmoid,adam,0.01,64,40
160,4,sigmoid,adam,0.01,64,60
160,4,sigmoid,adam,0.01,64,80
160,4,sigmoid,adam,0.1,8,20
160,4,sigmoid,adam,0.1,8,40
160,4,sigmoid,adam,0.1,8,60
160,4,sigmoid,adam,0.1,8,80
160,4,sigmoid,adam,0.1,16,20
160,4,sigmoid,adam,0.1,16,40
160,4,sigmoid,adam,0.1,16,60
160,4,sigmoid,adam,0.1,16,80
160,4,sigmoid,adam,0.1,32,20
160,4,sigmoid,adam,0.1,32,40
160,4,sigmoid,adam,0.1,32,60
160,4,sigmoid,adam,0.1,32,80
160,4,sigmoid,adam,0.1,64,20
160,4,sigmoid,adam,0.1,64,40
